date,temp_max,temp_min,temp_mean,pressure_max,pressure_min,pressure_mean,humidity_max,humidity_min,humidity_mean
2020-09-13,23.5,10.9,16.571428571428573,1026,1022,1023.9387755102041,91,39,68.38775510204081
2020-09-14,26.5,9.2,17.867346938775512,1025,1021,1023.204081632653,99,19,64.42857142857143
2020-09-15,28.7,10.0,19.167346938775513,1022,1018,1019.8979591836735,99,32,68.0204081632653
2020-09-16,21.7,12.7,16.579166666666673,1033,1022,1027.2291666666667,96,50,78.14583333333333
2020-09-17,19.5,8.4,14.040909090909093,1031,1029,1029.590909090909,88,32,61.18181818181818
2020-09-18,19.1,6.8,12.573469387755106,1029,1023,1025.3469387755101,100,36,70.22448979591837
2020-09-19,21.3,8.8,14.299999999999997,1023,1018,1020.1836734693877,98,31,73.12244897959184
2020-09-20,20.9,10.0,14.371428571428565,1022,1020,1021.1020408163265,100,44,79.83673469387755
2020-09-21,22.6,9.6,15.461224489795924,1021,1015,1018.3673469387755,100,37,74.75510204081633
2020-09-22,23.5,10.0,16.76326530612245,1015,1004,1008.6326530612245,100,27,70.79591836734694
2020-09-23,16.4,8.0,12.959183673469381,1004,995,998.734693877551,100,67,88.77551020408163
2020-09-24,14.1,5.2,9.183673469387756,998,992,993.9591836734694,100,45,77.34693877551021
2020-09-25,12.7,6.4,8.775510204081634,1007,992,999.6530612244898,100,36,68.75510204081633
2020-09-26,9.2,8.4,8.74,1012,1010,1011.15,92,73,79.25
2020-09-27,10.5,8.0,9.024489795918367,1014,1010,1012.4081632653061,90,68,78.71428571428571
2020-09-28,15.9,7.6,11.020408163265307,1015,1012,1013.0816326530612,91,23,68.3265306122449
2020-09-29,14.1,8.0,10.710204081632652,1017,1014,1015.4489795918367,100,77,94.44897959183673
2020-09-30,15.5,8.0,11.781632653061221,1014,999,1006.4081632653061,100,59,89.79591836734694
2020-10-01,12.7,7.6,9.861224489795921,999,991,995.6938775510204,100,58,82.24489795918367
2020-10-02,12.7,7.6,10.526530612244892,991,988,989.2244897959183,100,73,87.71428571428571
2020-10-03,12.7,9.6,11.510204081632653,989,978,984.3673469387755,100,79,93.63265306122449
2020-10-04,9.2,6.4,7.7959183673469346,985,976,979.2244897959183,100,88,96.73469387755102
2020-10-05,13.2,7.6,10.081632653061227,996,986,992.0,100,71,89.71428571428571
2020-10-06,15.0,8.0,10.218367346938777,1003,992,995.8163265306123,99,62,85.83673469387755
2020-10-07,13.6,7.2,9.995918367346938,1015,1003,1011.1632653061224,99,50,77.34693877551021
2020-10-08,15.5,6.4,11.15714285714286,1019,1004,1011.204081632653,100,71,87.91836734693878
2020-10-09,11.4,3.6,7.0265306122449,1020,1016,1018.1428571428571,100,53,83.73469387755102
2020-10-10,11.8,3.6,6.769387755102041,1024,1020,1021.5102040816327,100,71,85.57142857142857
2020-10-11,12.3,4.4,7.808163265306124,1028,1023,1025.6122448979593,100,60,81.22448979591837
2020-10-12,10.0,4.4,7.43673469387755,1027,1011,1018.5510204081633,100,67,86.22448979591837
2020-10-13,9.2,6.0,7.534693877551023,1017,1008,1010.6938775510204,100,74,89.61224489795919
2020-10-14,12.3,5.6,7.96530612244898,1025,1017,1022.6530612244898,100,64,88.14285714285714
2020-10-15,10.5,4.4,7.220408163265308,1027,1025,1026.1020408163265,100,58,86.16326530612245
2020-10-16,11.4,5.2,8.087755102040816,1027,1025,1026.0408163265306,98,54,86.10204081632654
2020-10-17,9.6,6.4,7.787755102040823,1025,1022,1023.7142857142857,100,61,89.59183673469387
2020-10-18,10.0,6.4,7.8612244897959185,1026,1022,1024.265306122449,100,66,89.18367346938776
2020-10-19,13.2,7.2,9.751020408163265,1022,1004,1014.3877551020408,93,50,75.08163265306122
2020-10-20,16.4,9.2,12.68163265306122,1004,999,1000.2244897959183,98,53,78.95918367346938
2020-10-21,13.2,11.4,12.07551020408163,1002,989,995.795918367347,100,77,93.59183673469387
2020-10-22,12.7,8.4,10.371428571428568,1010,1002,1006.8979591836735,97,53,82.55102040816327
2020-10-23,13.2,5.2,9.624489795918368,1009,1005,1007.1428571428571,100,66,85.53061224489795
2020-10-24,14.1,3.6,9.35714285714286,1009,992,999.265306122449,100,72,88.61224489795919
2020-10-25,11.8,4.8,7.60888888888889,995,993,994.0222222222222,100,57,84.13333333333334
2020-10-26,11.4,3.2,6.5571428571428605,999,992,995.0612244897959,100,56,85.42857142857143
2020-10-27,10.5,4.0,6.926530612244897,999,990,995.5510204081633,98,67,90.12244897959184
2020-10-28,11.4,4.8,6.871428571428571,1006,997,999.9591836734694,100,64,84.0
2020-10-29,13.6,4.4,9.336734693877549,1012,1006,1009.734693877551,100,70,87.93877551020408
2020-10-30,15.9,12.3,13.548979591836725,1020,1011,1015.204081632653,100,64,85.53061224489795
2020-10-31,13.6,8.0,10.983673469387753,1019,1003,1010.3469387755102,96,68,83.51020408163265
2020-11-01,15.9,7.6,12.6,1009,995,999.9795918367347,99,56,81.42857142857143
2020-11-02,15.9,5.6,11.65918367346939,1015,994,1002.530612244898,99,39,73.77551020408163
2020-11-03,8.4,2.0,5.0612244897959195,1027,1012,1017.9591836734694,100,61,82.42857142857143
2020-11-04,9.6,-0.4,2.327272727272727,1041,1027,1032.909090909091,100,61,88.48484848484848
2020-11-05,9.6,-0.8,3.3795918367346935,1041,1037,1039.591836734694,100,61,90.65306122448979
2020-11-06,11.4,0.4,5.387755102040818,1037,1023,1030.4897959183672,100,50,82.06122448979592
2020-11-07,12.3,2.0,7.034693877551023,1023,1020,1021.1836734693877,100,67,89.51020408163265
2020-11-08,13.2,7.2,10.277551020408163,1020,1018,1019.0408163265306,100,78,93.44897959183673
